timestamp,utilization
1747306413.6025581,0.0
1747306413.702842,0.0
1747306413.8031328,0.0
1747306413.9035134,0.0
1747306414.0038183,0.0
1747306414.10407,0.0
1747306414.204397,0.0
1747306414.3046944,0.0
1747306414.4049582,0.0
1747306414.5052953,0.0
1747306414.60563,0.0
1747306414.7059498,0.0
1747306414.8062909,0.0
1747306414.9066377,0.0
1747306415.0069199,0.0
1747306415.1071982,10.0
1747306415.2075996,0.0
1747306415.3079386,19.9
1747306415.4082391,10.0
1747306415.508518,10.0
1747306415.6088192,19.9
1747306415.7090878,10.0
1747306415.8093376,19.9
1747306415.9095972,10.0
1747306416.009895,19.9
1747306416.110154,10.0
1747306416.2104604,10.0
1747306416.310761,19.9
1747306416.411079,10.0
1747306416.5113292,20.0
1747306416.611582,10.0
1747306416.7118742,10.0
1747306416.8121614,19.9
1747306416.9124334,19.9
1747306417.0126956,10.0
1747306417.1129572,10.0
1747306417.2132323,19.9
1747306417.3135138,19.9
1747306417.4138253,10.0
1747306417.5141053,10.0
1747306417.6143873,10.0
1747306417.7146645,29.9
1747306417.8149571,10.0
1747306417.9152184,10.0
1747306418.015513,10.0
1747306418.1158035,10.0
1747306418.2160783,29.9
1747306418.316335,10.0
1747306418.4165878,10.0
1747306418.5168793,10.0
1747306418.6171694,19.9
1747306418.717458,19.9
1747306418.8177228,10.0
1747306418.917974,10.0
1747306419.0182266,10.0
1747306419.1185136,19.9
1747306419.2188458,19.9
1747306419.3191116,10.0
1747306419.4193928,10.0
1747306419.519686,19.9
1747306419.6199555,19.9
1747306419.720225,10.0
1747306419.8205125,10.0
1747306419.9207947,10.0
1747306420.021078,19.9
1747306420.1212988,20.0
1747306420.2216725,0.0
1747306420.3219872,0.0
1747306420.4222326,0.0
1747306420.522604,0.0
1747306420.6228726,0.0
1747306420.7231696,0.0
1747306420.8235028,0.0
1747306420.9238236,0.0
1747306421.0241401,0.0
1747306421.1245594,0.0
1747306421.2248836,0.0
1747306421.3251991,0.0
1747306421.425526,0.0
1747306421.525826,0.0
1747306421.6261108,0.0
1747306421.7263966,0.0
1747306421.826665,10.0
1747306421.9269254,10.0
1747306422.0271957,29.9
1747306422.1275032,10.0
1747306422.227831,19.9
1747306422.3281024,10.0
1747306422.4283912,29.9
1747306422.5286846,10.0
1747306422.6289363,20.0
1747306422.72921,19.9
1747306422.8295212,19.9
1747306422.9298828,19.9
1747306423.0301824,19.9
1747306423.1304893,19.9
1747306423.2308867,19.9
1747306423.3312056,19.9
1747306423.4315865,19.9
1747306423.531953,10.0
1747306423.6322105,19.9
1747306423.732492,29.9
1747306423.8328366,10.0
1747306423.933131,19.9
1747306424.0334306,19.9
1747306424.1336997,19.9
1747306424.2340286,10.0
1747306424.3342838,19.9
1747306424.434563,29.9
1747306424.534871,10.0
1747306424.635145,19.9
1747306424.735437,19.9
1747306424.8357115,19.9
1747306424.9359753,10.0
1747306425.0362787,19.9
1747306425.1365845,29.9
1747306425.236942,10.0
1747306425.3371913,19.9
1747306425.4374979,19.9
1747306425.5378025,19.9
1747306425.638068,10.0
1747306425.7383225,19.9
1747306425.8385897,19.9
1747306425.938898,19.9
1747306426.0391505,10.0
1747306426.1394587,29.9
1747306426.2397387,10.0
1747306426.3400335,19.9
1747306426.4403632,10.0
1747306426.5406742,29.9
1747306426.6410189,19.9
1747306426.741347,10.0
1747306426.8416865,29.9
1747306426.9420013,0.0
1747306427.0423048,0.0
1747306427.1426191,0.0
1747306427.2429202,0.0
1747306427.3432257,0.0
1747306427.4435935,0.0
1747306427.5439003,0.0
1747306427.6442215,0.0
1747306427.744541,0.0
1747306427.8448217,0.0
1747306427.9451182,0.0
1747306428.0454557,0.0
1747306428.1457236,0.0
1747306428.2460148,0.0
1747306428.3463316,0.0
1747306428.4466681,0.0
1747306428.5470066,0.0
1747306428.6472993,19.9
1747306428.747566,29.9
1747306428.8478901,19.9
1747306428.9482374,19.9
1747306429.0485115,29.9
1747306429.1488109,19.9
1747306429.2490797,10.0
1747306429.349336,29.9
1747306429.4496305,19.9
1747306429.5499406,29.9
1747306429.6502163,19.9
1747306429.7504969,19.9
1747306429.850828,29.9
1747306429.9511263,19.9
1747306430.0514026,19.9
1747306430.151662,29.9
1747306430.251945,10.0
1747306430.3521898,20.0
1747306430.452482,29.9
1747306430.5528016,19.9
1747306430.653108,19.9
1747306430.753417,29.9
1747306430.8536754,19.9
1747306430.9539838,29.9
1747306431.054244,19.9
1747306431.154566,19.9
1747306431.2549233,29.9
1747306431.3552058,19.9
1747306431.4554985,19.9
1747306431.5558329,29.9
1747306431.6561213,19.9
1747306431.7564125,19.9
1747306431.8566787,19.9
1747306431.9569547,19.9
1747306432.0572295,19.9
1747306432.1575172,29.9
1747306432.2578478,19.9
1747306432.3581424,29.9
1747306432.4584699,19.9
1747306432.558841,19.9
1747306432.6591506,29.9
1747306432.7594302,19.9
1747306432.8597162,19.9
1747306432.9600518,29.9
1747306433.060357,19.9
1747306433.160656,19.9
1747306433.2609704,29.9
1747306433.3612406,19.9
1747306433.461515,19.9
1747306433.561817,19.9
1747306433.6621213,0.0
1747306433.7624805,0.0
1747306433.8627872,0.0
1747306433.963098,0.0
1747306434.0634563,0.0
1747306434.1638036,0.0
1747306434.264115,0.0
1747306434.3644452,0.0
1747306434.4647665,0.0
1747306434.5650446,0.0
1747306434.665348,0.0
1747306434.7656546,0.0
1747306434.865914,0.0
1747306434.9662223,0.0
1747306435.0666082,0.0
1747306435.166896,10.0
1747306435.26715,0.0
1747306435.3674073,29.9
1747306435.4676898,29.9
1747306435.5679593,19.9
1747306435.668231,29.9
1747306435.7685304,19.9
1747306435.8688362,29.9
1747306435.9691143,29.9
1747306436.0694377,19.9
1747306436.1697252,29.9
1747306436.2699895,19.9
1747306436.3702507,39.9
1747306436.4706004,19.9
1747306436.5710206,29.9
1747306436.6712878,19.9
1747306436.7715468,39.9
1747306436.8718905,19.9
1747306436.9721372,29.9
1747306437.072422,19.9
1747306437.172692,39.9
1747306437.2729564,19.9
1747306437.373243,19.9
1747306437.473502,29.9
1747306437.573807,19.9
1747306437.6740708,29.9
1747306437.7743444,29.9
1747306437.8746219,19.9
1747306437.974968,29.9
1747306438.0752482,19.9
1747306438.1755526,39.9
1747306438.275875,19.9
1747306438.3761334,29.9
1747306438.4764225,19.9
1747306438.5766778,39.9
1747306438.6769612,19.9
1747306438.7772107,19.9
1747306438.8775275,29.9
1747306438.9779088,29.9
1747306439.0781696,29.9
1747306439.1784794,19.9
1747306439.2787933,29.9
1747306439.3790889,19.9
1747306439.4794004,29.9
1747306439.57969,29.9
1747306439.680003,19.9
1747306439.7803679,39.9
1747306439.880687,19.9
1747306439.9809816,29.9
1747306440.0812342,29.9
1747306440.1815143,19.9
1747306440.2818701,29.9
1747306440.3821635,0.0
1747306440.4825296,0.0
1747306440.582861,0.0
1747306440.6831822,0.0
1747306440.7835429,0.0
1747306440.8838558,0.0
1747306440.9841778,0.0
1747306441.0845711,0.0
1747306441.1848912,0.0
1747306441.2851908,0.0
1747306441.3855278,0.0
1747306441.4858177,0.0
1747306441.5861447,0.0
1747306441.6865325,0.0
1747306441.7868547,0.0
1747306441.8871615,0.0
1747306441.9874501,10.0
1747306442.087778,39.9
1747306442.188065,29.9
1747306442.2883205,19.9
1747306442.3885736,39.9
1747306442.4889674,29.9
1747306442.5892541,29.9
1747306442.689537,29.9
1747306442.7898707,29.9
1747306442.8903582,39.8
1747306442.9906797,19.9
1747306443.0909586,39.9
1747306443.191277,19.9
1747306443.2915711,39.9
1747306443.3919668,19.9
1747306443.492252,39.9
1747306443.5925322,29.9
1747306443.6928453,29.9
1747306443.793121,29.9
1747306443.893393,29.9
1747306443.9936755,29.9
1747306444.094002,29.9
1747306444.1942937,39.9
1747306444.2945592,19.9
1747306444.39495,29.9
1747306444.4952085,39.9
1747306444.5954964,19.9
1747306444.695831,39.9
1747306444.7961037,19.9
1747306444.896381,39.9
1747306444.9966357,19.9
1747306445.0970137,39.9
1747306445.1972878,19.9
1747306445.2975698,29.9
1747306445.3979497,39.9
1747306445.498213,19.9
1747306445.5985012,39.9
1747306445.6987915,19.9
1747306445.7990897,29.9
1747306445.899344,29.9
1747306445.9996822,39.9
1747306446.0999746,19.9
1747306446.2002397,39.9
1747306446.300562,19.9
1747306446.4009442,39.9
1747306446.5012076,19.9
1747306446.6015203,29.9
1747306446.701883,29.9
1747306446.8021998,29.9
1747306446.9024937,29.9
1747306447.002813,19.9
1747306447.1030993,0.0
1747306447.2034795,0.0
1747306447.303775,0.0
1747306447.4040675,0.0
1747306447.5043745,0.0
1747306447.604665,0.0
1747306447.7049565,0.0
1747306447.8052955,0.0
1747306447.905604,0.0
1747306448.0059004,0.0
1747306448.1061969,0.0
1747306448.206521,0.0
1747306448.3068287,0.0
1747306448.4071167,0.0
1747306448.5074441,0.0
1747306448.6077263,0.0
1747306448.7079759,20.0
1747306448.8082476,39.9
1747306448.9085433,39.9
1747306449.008898,29.9
1747306449.1092384,39.9
1747306449.2095308,29.9
1747306449.309946,39.8
1747306449.4102817,29.9
1747306449.5105534,39.9
1747306449.6109364,39.9
1747306449.711237,29.9
1747306449.8115425,39.9
1747306449.9118774,29.9
1747306450.0121536,29.9
1747306450.1124132,29.9
1747306450.2126803,39.9
1747306450.312997,19.9
1747306450.4132817,39.9
1747306450.513553,39.9
1747306450.6139345,29.9
1747306450.7142525,39.9
1747306450.8145318,29.9
1747306450.9148889,39.9
1747306451.0151515,29.9
1747306451.1154451,29.9
1747306451.215759,39.9
1747306451.316086,29.9
1747306451.416384,39.9
1747306451.5166786,29.9
1747306451.6169848,39.9
1747306451.7172463,29.9
1747306451.8175094,29.9
1747306451.917828,29.9
1747306452.018128,39.9
1747306452.1183856,39.9
1747306452.2186882,29.9
1747306452.3189583,39.9
1747306452.419289,29.9
1747306452.5195754,39.9
1747306452.619925,29.9
1747306452.7202373,39.9
1747306452.8205187,39.9
1747306452.92088,19.9
1747306453.0211742,39.9
1747306453.1214876,29.9
1747306453.2218153,39.9
1747306453.3221703,29.9
1747306453.422461,39.9
1747306453.5227866,29.9
1747306453.6230679,29.9
1747306453.7233927,19.9
1747306453.8236604,0.0
1747306453.9239652,0.0
1747306454.0242846,0.0
1747306454.1245987,0.0
1747306454.224882,0.0
1747306454.3251736,0.0
1747306454.4255033,0.0
1747306454.5257802,0.0
1747306454.6260679,0.0
1747306454.7263124,0.0
1747306454.8266337,0.0
1747306454.9269617,0.0
1747306455.0272422,0.0
1747306455.1275833,0.0
1747306455.227868,0.0
1747306455.32817,0.0
1747306455.4285223,29.9
1747306455.528928,39.8
1747306455.629205,39.9
1747306455.7294946,39.9
1747306455.8298469,29.9
1747306455.930141,49.9
1747306456.0304272,39.9
1747306456.1307025,29.9
1747306456.231033,49.8
1747306456.3313053,39.9
1747306456.431726,39.8
1747306456.5320854,39.9
1747306456.6324372,39.9
1747306456.7327688,29.9
1747306456.833077,39.9
1747306456.9332948,49.9
1747306457.0335536,29.9
1747306457.1339395,49.8
1747306457.2342763,39.9
1747306457.3345513,29.9
1747306457.434937,39.9
1747306457.53523,29.9
1747306457.635498,39.9
1747306457.7357965,49.8
1747306457.836083,29.9
1747306457.9363828,39.9
1747306458.0366573,39.9
1747306458.1369631,49.9
1747306458.237255,29.9
1747306458.3375585,39.9
1747306458.4378638,49.8
1747306458.5381594,29.9
1747306458.6384494,39.9
1747306458.7388105,39.9
1747306458.8391259,39.9
1747306458.9394095,39.9
1747306459.0396805,39.9
1747306459.1399763,39.9
1747306459.2402945,29.9
1747306459.340538,39.9
1747306459.4408865,39.9
1747306459.54119,39.9
1747306459.6415086,29.9
1747306459.741798,49.8
1747306459.8420699,29.9
1747306459.9422984,39.9
1747306460.0425608,39.9
1747306460.1429029,29.9
1747306460.2432013,49.9
1747306460.3434842,29.9
1747306460.4437616,19.9
1747306460.544043,0.0
1747306460.6443512,0.0
1747306460.7447035,0.0
1747306460.8450074,0.0
1747306460.945318,0.0
1747306461.0456274,0.0
1747306461.1459343,0.0
1747306461.2462397,0.0
1747306461.346584,0.0
1747306461.4468815,0.0
1747306461.5471928,0.0
1747306461.6475477,0.0
1747306461.747844,0.0
1747306461.8481565,0.0
1747306461.9485316,0.0
1747306462.0488517,0.0
1747306462.1491823,29.9
1747306462.2494583,49.9
1747306462.3497188,39.9
1747306462.4500864,39.8
1747306462.5504355,49.8
1747306462.6507518,39.9
1747306462.7510521,49.9
1747306462.8513012,29.9
1747306462.951572,49.9
1747306463.0519118,49.8
1747306463.1522033,39.9
1747306463.2525153,39.9
1747306463.3528948,39.8
1747306463.4532146,49.8
1747306463.5535066,39.9
1747306463.6538649,39.9
1747306463.7542107,49.8
1747306463.8544927,39.9
1747306463.9548514,49.8
1747306464.0552173,39.9
1747306464.1555216,39.9
1747306464.255879,49.8
1747306464.3561559,39.9
1747306464.4564738,49.8
1747306464.5567856,39.9
1747306464.6571019,49.9
1747306464.7574344,29.9
1747306464.8577259,49.8
1747306464.9580588,49.8
1747306465.0583389,39.9
1747306465.1586022,49.8
1747306465.2589726,39.9
1747306465.3592484,49.9
1747306465.4595387,29.9
1747306465.559907,49.8
1747306465.6602178,49.8
1747306465.760513,39.9
1747306465.86089,39.8
1747306465.9612265,39.9
1747306466.0615263,49.9
1747306466.1618733,39.9
1747306466.2621706,39.9
1747306466.36244,49.9
1747306466.4627357,39.9
1747306466.5630908,39.9
1747306466.6634445,49.8
1747306466.7638705,49.8
1747306466.8641858,49.9
1747306466.9644732,29.9
1747306467.0647905,49.8
1747306467.1651518,0.0
1747306467.2654715,0.0
1747306467.3657186,0.0
1747306467.466002,0.0
1747306467.5663242,0.0
1747306467.6666155,0.0
1747306467.766891,0.0
1747306467.8671706,0.0
1747306467.9675074,0.0
1747306468.067813,0.0
1747306468.1681228,0.0
1747306468.2684681,0.0
1747306468.368718,0.0
1747306468.4690335,0.0
1747306468.56936,0.0
1747306468.6696494,0.0
1747306468.7699265,0.0
1747306468.8702347,49.8
1747306468.9705615,59.8
1747306469.0708978,39.9
1747306469.171154,49.9
1747306469.271446,59.8
1747306469.3717809,39.9
1747306469.4721055,49.8
1747306469.5724099,49.8
1747306469.6726615,39.9
1747306469.7729511,49.9
1747306469.8732326,49.9
1747306469.9735365,49.9
1747306470.0738604,49.8
1747306470.1742883,39.8
1747306470.2745612,49.9
1747306470.3749025,49.8
1747306470.475218,49.8
1747306470.575496,49.9
1747306470.675828,49.8
1747306470.7761426,49.9
1747306470.8764303,49.9
1747306470.9767542,49.8
1747306471.077086,39.9
1747306471.1774058,49.8
1747306471.2776945,49.9
1747306471.3780198,49.8
1747306471.4783056,49.9
1747306471.5785894,39.9
1747306471.6789737,49.8
1747306471.7792296,49.9
1747306471.8795164,49.9
1747306471.9798884,39.8
1747306472.0801682,49.9
1747306472.1804614,49.9
1747306472.2807739,49.8
1747306472.3811107,49.8
1747306472.481404,39.9
1747306472.5817735,49.8
1747306472.6820714,49.9
1747306472.7823417,49.9
1747306472.882603,49.9
1747306472.9829102,49.9
1747306473.0832493,39.9
1747306473.1835387,49.9
1747306473.2839153,49.8
1747306473.3841813,49.9
1747306473.4844513,49.9
1747306473.5847077,49.9
1747306473.6850193,49.8
1747306473.7853172,29.9
1747306473.885597,0.0
1747306473.9858782,0.0
1747306474.0861773,0.0
1747306474.18654,0.0
1747306474.2868443,0.0
1747306474.3871162,0.0
1747306474.4873836,0.0
1747306474.5876606,0.0
1747306474.6879416,0.0
1747306474.7882261,0.0
1747306474.888524,0.0
1747306474.9888284,0.0
1747306475.0891247,0.0
1747306475.1894035,0.0
1747306475.2896829,0.0
1747306475.3899677,10.0
1747306475.4902112,0.0
1747306475.5905118,69.8
1747306475.690942,39.8
1747306475.7912269,49.9
1747306475.8915565,59.8
1747306475.9919517,49.8
1747306476.092286,59.8
1747306476.1925654,49.8
1747306476.2928963,49.8
1747306476.3932037,49.9
1747306476.4934642,59.8
1747306476.5937347,39.9
1747306476.6940477,59.8
1747306476.7943993,59.8
1747306476.8947008,39.9
1747306476.9950175,69.8
1747306477.0953667,49.8
1747306477.1956966,49.8
1747306477.295987,39.9
1747306477.3962908,59.8
1747306477.49656,49.8
1747306477.5969374,49.8
1747306477.6972277,59.8
1747306477.797517,49.9
1747306477.8978643,39.8
1747306477.9982014,59.8
1747306478.0984905,49.9
1747306478.1988347,59.8
1747306478.2992074,49.8
1747306478.3994882,49.9
1747306478.49983,49.8
1747306478.6001303,49.8
1747306478.7004461,49.9
1747306478.800767,49.8
1747306478.9011252,49.8
1747306479.001438,59.8
1747306479.1017795,49.8
1747306479.2021356,59.8
1747306479.302517,49.8
1747306479.402879,49.8
1747306479.5031831,59.8
1747306479.6034758,39.9
1747306479.7038589,59.8
1747306479.8041918,49.8
1747306479.904476,49.9
1747306480.0048041,59.8
1747306480.105064,49.9
1747306480.205365,59.8
1747306480.305637,39.9
1747306480.4060173,59.8
1747306480.5063405,39.9
1747306480.606647,0.0
1747306480.706936,0.0
1747306480.808299,0.0
1747306480.9086268,0.0
1747306481.008944,0.0
1747306481.1092353,0.0
1747306481.2095277,0.0
1747306481.309807,0.0
1747306481.4100676,0.0
1747306481.5103345,0.0
1747306481.6106207,0.0
1747306481.710952,0.0
1747306481.8112993,0.0
1747306481.911587,0.0
1747306482.011888,0.0
1747306482.1121585,0.0
1747306482.212459,19.9
1747306482.3127701,69.8
1747306482.4131422,49.8
1747306482.5134275,59.8
1747306482.6138058,59.8
1747306482.7142084,59.8
1747306482.8145385,59.8
1747306482.9150028,49.8
1747306483.0153239,59.8
1747306483.1156812,59.8
1747306483.2160335,59.8
1747306483.316411,59.8
1747306483.416783,59.8
1747306483.5171971,49.8
1747306483.617489,49.9
1747306483.717842,59.8
1747306483.8181658,59.8
1747306483.91852,59.8
1747306484.0189388,59.7
1747306484.1192827,59.8
1747306484.2195966,49.8
1747306484.3199368,59.8
1747306484.420272,59.8
1747306484.5207136,49.8
1747306484.6210423,59.8
1747306484.7213585,59.8
1747306484.8217247,59.8
1747306484.92204,59.8
1747306485.022374,59.8
1747306485.1226301,49.8
1747306485.2229898,59.8
1747306485.3232777,49.9
1747306485.4235625,59.8
1747306485.523961,69.8
1747306485.6242132,59.8
1747306485.724503,59.8
1747306485.8248432,49.8
1747306485.9251645,59.8
1747306486.0254745,49.8
1747306486.1257992,59.8
1747306486.2261562,59.8
1747306486.3264737,69.8
1747306486.42686,49.8
1747306486.5272057,59.8
1747306486.6275504,59.8
1747306486.7280405,59.8
1747306486.8284411,49.8
1747306486.9287844,59.8
1747306487.0291605,59.8
1747306487.129485,59.8
1747306487.229834,29.9
1747306487.3301172,0.0
1747306487.4304078,0.0
1747306487.530678,0.0
1747306487.6309426,0.0
1747306487.7312207,0.0
1747306487.8315287,0.0
1747306487.931838,0.0
1747306488.0321305,0.0
1747306488.1324515,0.0
1747306488.2327478,0.0
1747306488.3330486,0.0
1747306488.4333363,0.0
1747306488.533606,0.0
1747306488.6338985,0.0
1747306488.734162,0.0
1747306488.834437,0.0
1747306488.9347064,29.9
1747306489.0350475,69.7
1747306489.1354384,59.8
1747306489.2357776,59.8
1747306489.336069,59.8
1747306489.436381,59.8
1747306489.5367045,59.8
1747306489.6370203,69.8
1747306489.7372994,49.9
1747306489.8375459,69.8
1747306489.9380026,69.7
1747306490.0383773,59.8
1747306490.138615,59.8
1747306490.2389412,59.8
1747306490.3392177,59.8
1747306490.4395056,59.8
1747306490.5398781,69.7
1747306490.6402056,49.8
1747306490.7405024,59.8
1747306490.8409033,69.7
1747306490.9412875,69.7
1747306491.041543,49.9
1747306491.1419182,69.7
1747306491.2422223,59.8
1747306491.3425236,69.8
1747306491.4429097,59.8
1747306491.5433054,59.8
1747306491.6436822,69.7
1747306491.7440295,59.8
1747306491.844324,69.8
1747306491.9445918,59.8
1747306492.0449433,59.8
1747306492.145236,69.8
1747306492.2457054,59.8
1747306492.3460824,59.8
1747306492.446426,69.8
1747306492.546685,49.9
1747306492.6469696,69.8
1747306492.7472718,59.8
1747306492.847525,59.9
1747306492.947892,59.8
1747306493.0482037,59.8
1747306493.1484776,69.8
1747306493.2488372,59.8
1747306493.3491797,59.8
1747306493.4496036,59.7
1747306493.549988,59.8
1747306493.6502883,69.8
1747306493.750569,59.8
1747306493.8510725,69.7
1747306493.9514532,29.9
1747306494.0517902,0.0
1747306494.1520588,0.0
1747306494.2522993,0.0
1747306494.352539,0.0
1747306494.4527864,0.0
1747306494.553044,0.0
1747306494.653291,0.0
1747306494.7535412,0.0
1747306494.8537686,0.0
1747306494.9540498,0.0
1747306495.0542996,0.0
1747306495.1546028,0.0
1747306495.2548826,0.0
1747306495.3551724,0.0
1747306495.4554918,0.0
1747306495.5557568,0.0
1747306495.656022,39.9
1747306495.756373,69.8
1747306495.856696,59.8
1747306495.9570928,79.7
1747306496.0574014,59.8
1747306496.1576803,69.8
1747306496.2580287,69.8
1747306496.3583658,69.8
1747306496.4586616,49.8
1747306496.559049,69.7
1747306496.6593485,69.8
1747306496.75968,69.8
1747306496.8599882,69.8
1747306496.9603825,69.7
1747306497.060708,69.8
1747306497.1611145,69.7
1747306497.2614481,59.8
1747306497.361813,69.7
1747306497.4622488,69.7
1747306497.5625632,59.8
1747306497.6629407,69.7
1747306497.7632809,69.8
1747306497.8635776,59.8
1747306497.9640057,69.7
1747306498.0643268,69.8
1747306498.1646624,69.7
1747306498.2651174,69.7
1747306498.3653944,69.8
1747306498.465698,59.8
1747306498.5660834,69.7
1747306498.6663675,69.8
1747306498.7666306,59.8
1747306498.8669484,79.8
1747306498.967284,69.8
1747306499.0675747,59.8
1747306499.167956,69.8
1747306499.2682552,69.8
1747306499.3685317,69.8
1747306499.4689987,59.7
1747306499.5692914,69.8
1747306499.6695411,69.8
1747306499.769915,69.7
1747306499.8702364,59.8
1747306499.9707341,69.7
1747306500.0711129,69.7
1747306500.1715,69.7
1747306500.2718618,69.7
1747306500.3721719,69.8
1747306500.4724922,59.8
1747306500.5728142,79.7
1747306500.6731598,19.9
1747306500.7734952,0.0
1747306500.873819,0.0
1747306500.9741812,0.0
1747306501.0745597,0.0
1747306501.1748455,0.0
1747306501.2751544,0.0
1747306501.3754826,0.0
1747306501.4758012,0.0
1747306501.5761237,0.0
1747306501.6764417,0.0
1747306501.7767532,0.0
1747306501.8770454,0.0
1747306501.977354,0.0
1747306502.0776653,0.0
1747306502.1779656,0.0
1747306502.278282,0.0
1747306502.3785322,59.9
1747306502.4789064,69.7
1747306502.579284,69.8
1747306502.6795747,79.7
1747306502.779904,69.8
1747306502.8802402,69.8
1747306502.980522,79.8
1747306503.0809157,79.7
1747306503.1812215,69.8
1747306503.281524,59.8
1747306503.381854,79.7
1747306503.4821498,69.8
1747306503.5824912,69.8
1747306503.6827946,69.8
1747306503.7831545,79.7
1747306503.8835094,69.8
1747306503.9838853,69.7
1747306504.0842245,79.7
1747306504.18452,69.8
1747306504.2848709,69.7
1747306504.3852134,69.8
1747306504.4854887,69.8
1747306504.5858047,69.8
1747306504.686139,79.7
1747306504.7864711,69.8
1747306504.8868551,69.7
1747306504.9871888,69.8
1747306505.0874639,79.8
1747306505.1877897,79.7
1747306505.288165,59.8
1747306505.3884547,79.8
1747306505.4888077,69.7
1747306505.5891979,79.7
1747306505.6895308,69.8
1747306505.7898712,69.7
1747306505.8901749,79.8
1747306505.9904563,69.8
1747306506.0908496,69.7
1747306506.1911373,69.8
1747306506.2914617,79.7
1747306506.391783,79.7
1747306506.4921684,69.7
1747306506.5925388,69.8
1747306506.6928906,79.7
1747306506.7932446,69.8
1747306506.8935597,79.7
1747306506.9939287,69.8
1747306507.0942857,79.7
1747306507.1945734,69.8
