#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      203.5    86.2    68.9   109.0   119.5   184.0   222.4   247.1   266.2   288.5   315.8   355.8   435.8   632.1  1246.4 149901.2   150000  1747306602736  1747306607939
read      206.7    89.6    68.9   109.2   119.9   186.8   226.4   251.2   270.1   292.5   319.9   362.1   451.7   666.3  2591.7 154671.0   155000  1747306609443  1747306614646
read      209.6    93.3    63.8   112.0   124.1   191.9   229.4   253.0   271.1   292.5   318.8   358.5   440.1   724.7  1827.0 159956.1   160000  1747306616149  1747306621352
read      218.0    93.0    63.8   115.5   128.9   200.6   239.4   263.6   281.2   302.4   329.6   370.0   461.7   729.8  2303.9 164861.4   165000  1747306622855  1747306628062
read      214.5    97.7    68.9   115.6   128.6   197.5   233.8   256.9   273.9   294.7   320.5   361.7   452.6   718.0  2962.8 170093.8   170000  1747306629565  1747306634767
read      236.9   100.7    68.9   122.1   137.1   215.9   259.1   285.7   305.7   330.4   363.7   419.3   542.5   756.3  1534.6 174869.9   175000  1747306636270  1747306641471
read      246.7   105.7    68.9   128.7   144.6   229.4   272.2   297.0   315.7   338.4   368.7   418.8   535.3   768.3  1951.0 180150.0   180000  1747306642975  1747306648176
read      271.5   114.3    68.9   143.1   162.4   257.6   300.4   324.6   342.7   365.3   394.8   442.5   547.2   789.9  4155.6 185164.8   185000  1747306649680  1747306654884
read      247.5    90.7    68.9   137.2   153.7   234.8   271.8   293.0   309.1   328.3   354.5   397.4   498.7   722.7  1775.4 190236.5   190000  1747306656387  1747306661591
read      273.5   116.8    68.9   140.2   158.1   251.6   302.1   333.2   356.5   384.4   420.3   472.9   583.9   737.6  3105.4 191423.4   195000  1747306663093  1747306668294
read      292.2   116.6    74.4   156.5   177.1   276.8   323.9   351.6   371.7   396.2   427.3   472.4   570.7   728.8  2837.4 196203.2   200000  1747306669797  1747306674999
read      310.7   119.2    68.9   167.9   190.4   298.1   345.9   372.9   393.0   416.3   446.2   492.7   588.1   747.6  2853.5 195818.3   205000  1747306676502  1747306681715
read      292.5   107.1    74.4   157.0   177.2   277.3   324.8   352.5   372.5   396.9   428.3   475.4   576.4   720.2  2719.4 200543.5   210000  1747306683219  1747306688421
read      321.0   121.1    74.4   176.0   199.8   313.0   357.1   381.5   399.1   421.0   448.5   491.8   584.4   754.0  3758.2 199184.6   215000  1747306689924  1747306695128
read      310.9    98.9    74.4   173.8   198.2   303.7   343.2   365.9   382.6   402.0   429.1   469.9   564.5   739.8  2415.0 204922.0   220000  1747306696631  1747306701834
