type,avg,std,min,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,QPS,target
read,240.4,214.9,63.8,102.4,113.3,198.2,257.3,291.0,316.2,346.4,384.7,453.1,868.1,2480.2,8063.2,100905.8,100938
read,233.3,196.9,63.8,106.3,118.1,197.6,247.6,277.4,299.1,325.5,360.2,417.3,703.3,2879.3,5572.7,132322.4,132360
read,250.3,160.5,63.8,100.5,111.8,223.7,285.5,320.1,345.8,373.9,409.4,467.5,687.6,1791.7,3459.7,67603.2,67591
read,251.7,154.8,68.9,107.1,121.5,236.9,285.5,310.7,328.7,349.0,373.8,416.3,658.7,2050.8,3634.4,33942.2,33910
read,242.1,174.7,63.8,102.6,113.6,205.6,269.4,304.0,329.4,358.8,395.2,458.5,731.6,1966.4,5433.1,85803.8,85729
read,217.1,345.4,68.9,123.1,138.3,199.9,225.0,237.5,247.4,258.3,272.9,296.9,385.5,5738.8,12049.9,12905.1,12884
read,251.9,196.7,63.8,101.7,114.2,232.2,287.8,318.1,339.0,361.7,389.3,432.5,638.8,2082.9,9753.5,45576.9,45621
read,241.3,137.7,68.9,103.5,116.8,229.9,278.1,302.6,319.8,339.7,363.7,398.8,531.8,1745.5,3448.3,36922.5,36938
read,250.8,208.4,63.8,99.2,110.6,226.7,286.6,320.6,343.8,368.3,397.9,442.0,641.3,2232.2,9612.8,56900.8,56902
read,236.5,171.6,63.8,101.8,112.5,196.2,255.6,290.9,317.7,350.4,391.3,462.0,741.3,2137.7,3743.5,102222.8,102243
read,219.1,79.9,74.4,128.7,144.6,214.8,240.2,253.7,264.1,274.7,291.0,316.5,389.3,1034.6,2357.8,14124.0,14085
read,271.1,225.4,63.8,104.7,116.8,216.8,286.2,331.8,365.5,404.2,458.0,558.4,1124.8,2672.7,4987.4,94084.1,94103
read,237.0,138.9,63.8,105.0,116.6,223.1,277.1,302.9,320.7,342.3,368.1,405.7,514.5,1467.2,3191.1,58174.2,58175
read,539.9,601.2,68.9,154.9,180.8,302.8,377.5,470.1,644.4,1242.2,1447.7,1652.2,2798.5,4848.6,8070.5,151271.4,151312
read,275.7,184.0,63.8,112.9,129.6,256.7,313.8,345.0,367.8,394.8,431.3,495.3,654.1,1583.9,7790.6,83393.0,83333
read,274.7,188.4,63.8,127.5,144.8,245.2,296.1,327.1,351.0,381.1,423.2,495.8,712.4,2199.7,5463.0,165209.6,165153
read,221.7,166.9,63.8,105.4,116.8,193.3,241.2,270.6,291.6,316.5,347.9,396.4,554.8,1822.0,4413.0,124153.9,123975
read,237.9,116.0,68.9,112.2,128.2,231.4,270.8,290.9,305.3,321.2,343.4,374.5,469.5,1277.0,3448.0,28481.4,28449
read,214.5,86.2,74.4,122.1,138.1,209.0,236.0,250.6,261.0,272.7,289.2,316.2,396.0,995.5,3152.6,14997.4,14903
read,238.2,118.9,68.9,108.9,123.7,229.3,272.2,293.6,309.1,326.7,349.0,383.8,503.6,1410.2,3006.7,31124.0,31189
read,246.9,148.4,68.9,105.4,118.8,232.7,284.2,310.8,329.6,350.6,374.3,413.4,559.9,1530.9,4544.6,40628.1,40636
read,255.3,218.2,63.8,100.7,112.0,219.2,287.1,327.8,356.2,386.2,421.7,474.6,701.0,2545.6,7344.9,80456.8,80574
read,295.2,254.7,68.9,128.4,146.3,250.4,298.5,327.3,349.2,377.2,418.8,503.2,1483.7,2934.7,6996.3,168909.1,168820
read,232.2,149.2,63.8,116.5,130.6,209.1,250.7,275.2,294.1,316.8,346.6,397.0,540.3,2140.2,4603.4,162708.6,162621
read,210.2,117.6,63.8,99.5,109.6,182.8,235.8,267.1,288.0,311.9,341.4,383.9,490.9,1161.9,3034.6,101458.9,101621
read,227.6,111.1,63.8,99.7,111.1,214.8,267.8,293.8,312.2,333.4,359.6,396.6,482.2,979.4,2285.8,58599.1,58592
read,491.4,576.0,63.8,148.8,172.0,254.6,306.8,394.5,622.3,1094.7,1372.0,1578.5,2768.7,4353.4,7997.5,153089.2,153042
read,455.8,537.9,68.9,139.2,158.3,245.1,308.0,417.5,583.5,837.6,1207.1,1507.2,2651.7,4137.8,8015.4,111956.5,112238
read,493.6,598.6,68.9,149.2,171.5,253.4,303.4,375.3,582.4,1076.8,1391.3,1613.7,2975.5,4387.8,8063.6,160144.9,160265
read,277.9,319.5,63.8,104.4,117.7,214.2,267.4,298.7,322.7,353.6,398.3,583.0,1552.3,3623.7,7924.9,56971.0,57109
read,226.2,116.2,63.8,98.8,110.0,203.8,263.1,295.2,317.8,343.2,372.4,414.2,504.2,751.8,3039.5,88554.7,88551
read,198.6,200.6,74.4,128.3,140.4,188.5,210.0,221.5,229.7,239.0,252.2,272.8,323.0,1009.1,10883.0,8391.4,8385
read,225.6,118.6,63.8,107.0,120.6,224.5,262.5,281.0,293.6,308.9,327.7,356.8,410.3,512.8,3626.8,34025.5,34088
read,248.1,140.4,63.8,105.4,117.6,211.3,277.6,321.2,352.0,384.6,423.9,489.2,668.4,1042.1,2161.6,113640.1,113600
read,404.9,442.4,63.8,130.7,148.6,234.7,303.0,410.9,528.6,702.9,995.1,1345.0,1983.0,3293.3,7807.5,131664.2,131842
read,243.5,157.8,63.8,103.8,115.7,208.1,273.0,314.7,343.7,374.6,412.0,470.9,635.6,1107.7,3507.9,112016.0,112066
read,224.0,109.3,63.8,98.3,109.5,206.9,264.1,293.2,313.3,336.5,364.0,400.2,471.6,592.9,1590.5,72526.8,72585
read,451.3,505.5,63.8,140.7,160.5,242.3,299.4,406.5,597.3,920.3,1258.7,1467.1,2367.3,3674.2,7917.9,133639.1,133669
read,204.1,66.5,68.9,125.8,140.8,200.0,224.0,235.5,245.0,254.8,268.7,289.7,340.9,548.7,3010.0,11856.1,11820
