#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      215.9   116.7    68.9   101.2   114.1   205.6   239.7   259.2   272.6   288.8   309.5   344.2   492.2  1570.1  3580.8  28486.3    28449
read      188.2    89.3    68.9   105.4   121.7   180.9   202.7   215.4   224.7   234.9   250.4   274.0   362.6  1149.3  3191.2  14880.8    14903
read      221.7   128.9    63.8   100.3   112.7   209.1   248.3   269.3   284.2   301.1   322.7   361.9   533.4  1476.5  3641.4  31209.5    31189
read      233.8   132.3    63.8    99.6   111.1   217.5   265.5   291.5   309.5   330.1   356.7   400.4   593.9  1486.4  3018.2  40617.0    40636
read      251.0   196.6    63.8    98.1   108.5   211.7   281.5   324.8   354.6   387.0   426.1   488.1   707.0  2500.1  5398.3  80565.6    80574
read      484.0   687.2    68.9   143.0   163.9   249.9   301.5   379.3   611.2  1073.8  1364.3  1576.7  2756.1  4048.1  7991.3 168362.4   168820
read      491.1   602.8    68.9   143.7   164.6   250.0   300.9   373.6   586.0  1038.8  1393.8  1646.8  2964.6  4415.3  8002.6 162887.1   162621
read      468.3   607.8    63.8   140.4   159.1   237.7   286.0   341.9   491.0   917.3  1350.5  1609.3  2934.1  6255.6  8131.5 101575.5   101621
read      258.8   294.0    63.8    99.6   111.4   200.1   250.6   281.4   304.5   333.2   376.2   536.0  1465.5  3293.5  7878.0  58687.8    58592
read      480.9   570.3    68.9   143.4   164.5   247.3   294.3   360.3   595.5  1143.2  1369.6  1565.4  2707.9  4134.0  7968.8 152912.5   153042
read      383.6   462.5    63.8   117.2   135.7   228.9   283.1   338.4   404.7   544.3   905.1  1388.2  2228.2  3858.0  7968.1 112202.2   112238
read      479.5   566.9    68.9   143.3   164.4   246.8   294.0   357.5   592.5  1168.6  1370.0  1559.5  2662.7  4003.6  8002.6 160245.1   160265
read      255.5   280.7    59.1    97.8   110.0   204.5   250.8   277.6   297.3   321.8   361.1   495.8  1435.9  3164.6  7878.0  57089.6    57109
read      213.6   100.8    63.8    94.5   103.8   195.0   250.7   281.3   302.0   324.2   350.7   389.5   468.7   621.1  1115.7  88436.2    88551
read      169.2    47.2    68.9   112.3   124.0   164.8   180.5   189.3   196.7   205.0   216.9   235.3   286.6   433.5  1342.1   8429.9     8385
read      198.8    77.3    59.1    96.3   106.8   197.7   229.3   245.6   257.1   270.5   287.7   313.6   370.2   481.5  1617.4  33982.9    34088
read      229.8   121.6    59.1    99.2   110.2   198.8   260.3   300.2   327.3   356.8   392.1   445.4   574.2   854.0  1795.1 113706.4   113600
read      326.7   307.5    63.8   113.9   129.3   220.4   291.1   362.8   425.2   509.6   656.2   949.4  1480.1  2487.5  7320.8 131900.7   131842
read      226.1   118.6    59.1    97.6   108.2   196.4   258.4   297.4   323.2   351.5   385.3   434.5   553.2   784.4  1862.8 112158.1   112066
read      209.7   103.4    59.1    93.2   102.3   197.0   248.2   275.3   293.4   313.2   336.7   369.5   437.2   557.8  1399.0  72504.8    72585
read      387.2   413.9    63.8   122.3   139.8   228.7   292.1   381.0   499.8   681.7   954.1  1305.8  1744.9  3278.2  7833.6 133848.6   133669
read      175.2    64.1    63.8   109.6   123.5   171.0   188.1   198.3   205.7   215.0   227.5   248.3   299.7   458.2  2096.2  11907.3    11820
