type,avg,std,min,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,QPS,target
read,193.6,137.6,86.8,129.7,137.8,176.9,198.3,213.8,224.4,235.2,251.8,276.5,382.1,2237.0,7278.6,4923.2,5000
read,235.5,291.0,80.4,130.1,142.0,225.9,254.9,269.7,280.1,292.2,309.5,338.8,448.6,1455.5,16703.3,10003.6,10000
read,242.0,120.4,74.4,122.0,135.6,240.5,273.1,290.3,302.5,316.9,336.4,366.8,450.6,1520.1,3954.1,15117.6,15000
read,272.9,209.7,74.4,118.3,132.3,266.5,305.9,326.6,341.2,359.3,382.6,422.7,547.9,3624.1,7590.7,20013.0,20000
read,266.2,223.7,74.4,115.5,128.9,255.5,298.9,321.6,338.3,357.9,382.8,422.4,554.0,2838.4,7855.3,24941.8,25000
read,282.3,285.0,74.4,112.1,125.3,261.8,312.4,338.6,357.2,378.2,404.7,453.3,772.8,4843.2,7777.9,29959.6,30000
read,295.0,277.6,68.9,111.5,125.4,273.2,328.4,358.0,378.9,403.0,434.1,484.1,801.8,4668.3,7784.0,34989.8,35000
read,294.7,233.0,68.9,110.6,124.4,274.8,336.2,369.2,392.9,420.0,453.0,502.7,717.7,3694.0,6990.0,39828.0,40000
read,301.2,179.0,68.9,110.6,126.5,287.4,349.6,384.8,409.0,436.7,470.8,524.7,676.2,2010.1,4740.4,44893.2,45000
read,309.1,254.4,68.9,108.7,124.0,281.5,346.3,386.5,414.5,446.3,486.2,547.4,847.9,3782.4,7748.0,50013.0,50000
read,364.5,292.5,68.9,114.2,135.1,315.6,393.0,439.4,474.0,518.7,585.5,762.2,1349.1,3693.5,7807.6,54796.0,55000
read,472.9,441.0,68.9,125.4,155.0,371.9,493.7,583.8,679.6,816.6,930.1,1055.1,1784.8,3580.6,7988.8,59965.3,60000
read,694.9,498.3,74.4,165.5,227.7,666.6,808.7,890.9,959.0,1037.2,1130.8,1397.6,2091.6,7234.5,8115.2,64932.8,65000
read,985.6,493.0,74.4,655.1,711.8,885.7,979.4,1037.5,1084.6,1159.2,1394.3,1675.5,2260.3,7532.2,9301.0,66261.4,70000
read,998.4,476.8,93.8,707.5,744.5,883.5,957.8,1009.4,1065.5,1163.4,1469.8,1701.7,2281.0,7457.7,9234.6,66409.2,75000
read,981.8,444.9,137.8,703.4,737.9,875.4,940.4,991.6,1032.3,1113.7,1442.8,1696.0,2154.2,7365.4,8100.5,67449.6,80000
