#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      156.8    67.0    63.8    96.4   105.0   150.1   166.8   176.6   184.1   194.5   209.6   234.9   311.4   658.7  2487.5   4941.6     5000  1746196317897  1746196323101
read      170.2    52.3    63.8   102.3   113.7   166.8   184.3   194.4   201.1   211.1   224.2   247.8   313.8   464.1  1617.5   9980.8    10000  1746196324604  1746196329800
read      176.1    78.2    68.9   100.1   111.4   171.8   191.1   201.7   210.3   219.7   234.3   262.1   337.3   512.4  2826.2  15005.0    15000  1746196331304  1746196336472
read      183.5    63.6    63.8    97.6   108.3   183.0   204.5   216.0   224.9   234.8   250.3   274.1   341.2   440.5  2043.7  19915.0    20000  1746196337975  1746196343144
read      187.0    73.3    63.8    97.6   107.1   187.3   210.4   222.3   231.0   241.7   255.7   281.5   354.5   500.8  2719.4  25043.2    25000  1746196344647  1746196349814
read      192.8    73.6    63.8    97.2   106.8   193.5   220.5   233.8   244.3   255.8   271.5   297.2   368.1   522.3  1458.7  30078.8    30000  1746196351317  1746196356489
read      193.8    89.1    63.8    95.8   104.4   195.0   224.1   238.2   248.8   260.9   274.9   301.0   369.8   579.3  3296.6  35003.4    35000  1746196357992  1746196363160
read      196.0    74.2    59.1    96.2   105.0   195.3   229.1   245.3   256.5   269.6   286.8   314.3   387.6   522.9   874.8  39895.8    40000  1746196364664  1746196369833
read      196.6    78.5    59.1    95.6   104.2   196.3   232.2   249.1   260.5   272.9   289.7   315.5   376.2   485.9  2419.6  45231.5    45000  1746196371336  1746196376512
read      209.7    85.0    59.1    97.8   107.6   205.3   249.0   269.0   282.7   297.5   317.7   347.9   422.3   575.4   998.7  49899.2    50000  1746196378014  1746196383184
read      209.7    89.2    63.8    99.0   108.9   202.1   248.4   270.2   284.9   301.2   320.7   353.0   419.4   512.7   763.5  55026.2    55000  1746196384688  1746196389858
read      216.7   101.8    63.8    98.4   108.8   205.6   256.7   280.5   296.4   314.9   337.9   371.8   450.9   636.6  2551.4  59813.6    60000  1746196391363  1746196396532
read      216.2    93.9    59.1    98.0   108.6   205.0   256.8   281.3   297.5   316.3   339.6   373.5   447.2   548.8   776.7  65031.0    65000  1746196398036  1746196403204
read      214.8   100.1    54.7    97.0   107.6   201.7   253.2   278.4   295.5   314.8   338.6   374.1   453.9   587.7  2566.4  69903.6    70000  1746196404708  1746196409875
read      214.8    97.8    59.1    97.2   107.9   199.8   251.6   277.6   295.5   315.6   340.4   376.9   458.2   629.6  1508.6  75045.4    75000  1746196411379  1746196416548
read      217.0   100.3    59.1    97.3   108.2   202.1   253.8   280.5   298.5   319.1   344.5   383.7   462.8   611.7  2808.4  80230.4    80000  1746196418052  1746196423222
read      218.8   133.0    59.1    99.1   110.2   201.1   252.9   280.3   299.1   320.5   347.1   388.3   467.7   676.8  3273.5  85040.4    85000  1746196424726  1746196429897
read      220.5   120.6    54.7    99.4   111.0   204.0   254.2   281.4   300.5   321.7   348.7   390.7   473.8   675.2  3041.4  89937.5    90000  1746196431400  1746196436569
read      225.9   103.2    63.8   101.0   113.0   208.8   260.2   288.4   308.6   331.7   360.8   403.1   501.3   736.8  1731.9  94884.0    95000  1746196438072  1746196443243
read      223.9   123.3    59.1   101.8   113.9   206.4   256.7   284.8   304.5   327.3   356.1   398.7   487.9   647.3  1637.9 100052.0   100000  1746196444748  1746196449918
read      224.2   100.6    59.1   102.0   114.2   206.6   257.4   285.8   305.7   328.6   357.8   400.1   491.8   647.0  1543.7 104889.4   105000  1746196451422  1746196456591
read      226.1   188.0    59.1   103.4   116.1   208.5   257.1   284.2   303.5   325.8   354.7   398.1   494.1   645.8  3030.0 109819.6   110000  1746196458095  1746196463265
read      227.6    95.5    59.1   105.8   119.3   211.4   259.6   286.8   306.3   329.0   358.0   400.9   492.7   638.8  1190.6 115247.8   115000  1746196464769  1746196469939
read      239.5   104.5    54.7   109.4   124.4   223.4   272.8   300.3   320.0   343.8   374.0   422.3   531.1   698.0  1635.1 120023.7   120000  1746196471442  1746196476612
read      239.7   110.0    63.8   112.0   127.8   223.5   271.3   297.9   317.5   340.6   369.9   416.2   523.5   775.7  2226.1 124803.6   125000  1746196478115  1746196483286
read      251.1   101.5    63.8   117.5   135.3   236.4   285.0   312.0   331.6   355.1   385.6   432.4   538.0   693.3  1202.4 129882.2   130000  1746196484789  1746196489960
read      284.1   121.8    63.8   133.3   154.1   267.4   318.3   347.6   370.2   397.5   433.3   494.2   620.5   842.2  2308.9 134921.6   135000  1746196491463  1746196496633
read      428.2   161.5    80.4   230.4   261.1   381.2   478.0   542.0   580.0   618.2   660.4   716.9   822.6  1057.8  3190.0 139629.8   140000  1746196498136  1746196503310
read      482.3   183.7    74.4   277.8   309.8   421.4   506.0   606.4   661.1   708.7   754.1   807.9   917.8  1149.4  5615.6 132998.0   145000  1746196504814  1746196509984
read      471.4   198.4    63.8   262.1   297.7   403.4   508.6   604.0   651.0   691.6   732.8   788.2   926.6  1912.7  4296.5 136378.6   150000  1746196511487  1746196516656
read      439.8   182.3    80.4   239.3   270.9   382.7   494.3   566.0   604.7   640.1   678.3   729.9   845.9  1152.8  4651.7 143756.5   155000  1746196518160  1746196523333
read      451.5   168.0    74.4   263.1   290.2   390.3   492.3   584.4   624.9   661.8   698.7   745.8   845.7  1033.4  2717.3 142620.5   160000  1746196524837  1746196530006
read      474.4   201.9    74.4   268.0   299.8   413.4   512.7   601.3   647.9   690.7   735.7   794.3   920.3  1336.7  3990.6 136054.6   165000  1746196531508  1746196536678
read      470.4   181.6    86.8   270.7   302.6   406.9   496.0   598.2   649.3   692.4   734.2   788.6   892.3  1113.9  4351.5 137141.7   170000  1746196538181  1746196543354
read      475.7   176.5    86.8   285.1   314.1   407.0   489.1   611.7   665.0   707.2   745.2   794.4   881.1  1088.1  2734.2 135794.9   175000  1746196544858  1746196550027
read      467.1   172.8    80.4   279.2   306.3   397.8   491.0   609.8   656.4   693.9   729.3   776.6   865.2  1084.5  3159.6 138245.7   180000  1746196551531  1746196556700
