type,avg,std,min,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,QPS,target,ts_start,ts_end
read,184.9,83.3,74.4,113.5,123.9,176.0,199.3,212.9,222.7,234.0,249.6,273.2,354.8,887.3,3078.2,29857.5,30000,1747227523991,1747227534117
read,189.0,91.7,74.4,114.9,125.5,178.3,202.5,216.8,227.4,239.2,254.4,280.2,362.2,1376.6,3062.6,30081.4,30005,1747227535627,1747227545744
read,193.8,126.5,80.4,116.9,126.0,178.3,203.7,218.9,230.5,244.0,261.1,289.7,397.4,1959.0,4681.2,29966.0,30010,1747227547255,1747227557351
read,188.8,98.8,68.9,114.5,123.7,175.4,201.0,216.6,228.1,241.4,258.3,286.0,384.2,1367.3,3460.9,30039.0,30015,1747227558861,1747227568960
read,189.2,108.0,74.4,115.7,124.9,175.8,200.9,216.1,227.6,240.9,258.2,286.6,379.5,1614.7,3733.0,29970.7,30020,1747227570470,1747227580567
read,189.0,114.1,74.4,113.9,123.0,175.1,200.6,215.8,227.1,240.2,257.8,287.6,384.8,1632.9,4574.6,29968.3,30025,1747227582078,1747227592178
read,187.2,102.6,74.4,114.4,123.3,174.9,199.6,214.3,225.2,237.6,254.1,281.1,371.8,1323.8,3920.7,30001.6,30030,1747227593688,1747227603786
read,184.5,114.6,74.4,111.1,120.0,172.1,196.5,210.8,221.1,233.2,249.5,275.0,365.4,1791.3,4201.0,30039.7,30035,1747227605297,1747227615393
read,187.8,117.1,74.4,114.5,123.3,173.8,198.2,212.7,223.3,235.2,251.7,277.0,386.3,1950.6,3818.8,30058.1,30040,1747227616903,1747227626999
read,185.8,102.9,74.4,114.2,123.3,173.9,198.4,213.2,224.1,236.2,252.3,276.4,356.3,1434.1,4069.8,30065.4,30045,1747227628509,1747227638606
read,186.4,95.7,74.4,113.7,122.6,174.5,200.2,215.6,226.9,239.5,255.1,281.6,356.4,1271.4,3855.2,30022.3,30050,1747227640115,1747227650213
read,191.1,124.6,74.4,116.7,126.3,176.6,200.0,214.2,224.8,236.8,253.0,280.1,391.0,1911.1,4307.6,30130.3,30055,1747227651723,1747227661821
read,185.8,61.4,80.4,118.3,128.3,178.6,201.3,214.8,224.4,234.9,250.0,272.5,336.6,493.1,2035.5,30105.9,30060,1747227663332,1747227673429
read,183.5,68.0,74.4,115.1,125.5,176.1,199.0,212.4,221.9,232.8,247.5,269.9,333.2,544.1,2372.5,30092.1,30065,1747227674938,1747227685035
read,186.3,71.3,74.4,114.4,125.2,179.0,203.3,217.0,226.9,237.6,253.2,275.5,337.3,519.8,2470.4,30014.7,30070,1747227686546,1747227696643
read,185.0,118.4,68.9,113.5,124.0,176.5,199.9,213.5,223.3,234.3,249.5,272.6,338.9,689.6,6332.4,30075.6,30075,1747227698152,1747227708249
