type,avg,std,min,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,QPS,target
read,186.2,82.2,74.4,122.8,134.3,181.2,198.2,208.0,215.1,223.9,234.4,253.5,304.6,1401.3,3703.3,4954.8,5000
read,198.1,69.3,68.9,118.6,132.9,195.2,216.0,227.7,235.3,246.7,260.6,282.9,338.1,506.7,1618.1,9961.2,10000
read,215.8,88.6,68.9,115.7,132.1,212.6,237.0,250.9,261.3,273.3,290.1,315.0,384.6,1456.6,2673.6,14950.0,15000
read,225.0,88.1,68.9,114.1,129.1,223.5,252.2,268.8,280.7,294.4,312.1,339.7,413.0,644.1,2668.8,19993.8,20000
read,242.7,90.9,63.8,111.9,127.8,241.8,276.8,295.2,308.5,322.9,344.4,385.0,469.2,697.8,1731.8,24894.8,25000
read,248.4,107.7,68.9,111.8,127.2,242.6,281.9,302.9,317.1,336.8,365.9,408.7,507.3,1211.4,2451.1,30109.9,30000
read,263.9,113.9,63.8,112.4,128.7,254.8,299.8,323.8,345.7,374.9,405.8,455.8,562.6,913.8,2080.2,34803.2,35000
read,264.9,109.6,68.9,110.1,126.0,256.8,302.6,328.0,349.8,378.9,411.9,461.2,560.9,728.0,1073.2,40012.2,40000
read,273.7,134.0,63.8,109.0,125.7,260.6,308.9,338.8,365.7,395.6,430.9,487.3,596.5,1233.5,2703.8,44969.2,45000
read,281.7,126.0,63.8,110.2,127.4,267.1,318.4,354.5,382.9,413.7,455.4,519.6,625.2,789.6,1312.6,50082.2,50000
read,287.4,147.3,63.8,110.6,127.7,267.1,321.7,362.7,392.2,425.7,467.7,536.3,668.6,1235.0,3358.7,55149.6,55000
read,289.7,133.1,63.8,110.1,128.4,275.2,329.5,368.4,397.1,429.7,469.0,525.7,633.0,832.0,1743.9,60109.4,60000
read,297.5,148.2,63.8,113.6,133.6,278.8,337.4,378.6,407.4,441.6,482.4,543.5,668.0,966.2,3005.3,65059.0,65000
read,359.3,199.6,68.9,125.7,153.0,321.0,403.4,452.1,487.6,531.5,590.0,692.0,970.9,1587.7,4285.1,70067.6,70000
read,886.3,351.5,74.4,656.5,701.5,813.0,853.6,872.6,906.2,941.5,1348.2,1569.8,1736.9,7065.4,7562.8,72854.8,75000
read,884.8,344.7,86.8,673.3,703.5,796.9,838.8,861.6,882.4,937.2,1412.9,1558.4,1717.2,7039.0,7523.1,74190.2,80000
